"Plot Title: 10761875"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10761875, SEN S/N: 10761875, LBL: Temperature Tank5)","Coupler Attached (LGR S/N: 10761875)","Host Connected (LGR S/N: 10761875)","Stopped (LGR S/N: 10761875)","End Of File (LGR S/N: 10761875)"
1,07/13/15 06:00:00 PM,22.717,,,,
2,07/13/15 06:05:00 PM,22.717,,,,
3,07/13/15 06:10:00 PM,22.717,,,,
4,07/13/15 06:15:00 PM,22.812,,,,
5,07/13/15 06:20:00 PM,22.812,,,,
6,07/13/15 06:25:00 PM,22.812,,,,
7,07/13/15 06:30:00 PM,22.812,,,,
8,07/13/15 06:35:00 PM,22.812,,,,
9,07/13/15 06:40:00 PM,22.812,,,,
10,07/13/15 06:45:00 PM,22.812,,,,
11,07/13/15 06:50:00 PM,22.812,,,,
12,07/13/15 06:55:00 PM,22.812,,,,
13,07/13/15 07:00:00 PM,22.812,,,,
14,07/13/15 07:05:00 PM,22.908,,,,
15,07/13/15 07:10:00 PM,22.908,,,,
16,07/13/15 07:15:00 PM,22.908,,,,
17,07/13/15 07:20:00 PM,22.908,,,,
18,07/13/15 07:25:00 PM,22.908,,,,
19,07/13/15 07:30:00 PM,22.908,,,,
20,07/13/15 07:35:00 PM,22.908,,,,
21,07/13/15 07:40:00 PM,22.908,,,,
22,07/13/15 07:45:00 PM,22.908,,,,
23,07/13/15 07:50:00 PM,22.908,,,,
24,07/13/15 07:55:00 PM,22.908,,,,
25,07/13/15 08:00:00 PM,22.908,,,,
26,07/13/15 08:05:00 PM,22.908,,,,
27,07/13/15 08:10:00 PM,22.908,,,,
28,07/13/15 08:15:00 PM,22.908,,,,
29,07/13/15 08:20:00 PM,22.908,,,,
30,07/13/15 08:25:00 PM,22.908,,,,
31,07/13/15 08:30:00 PM,22.908,,,,
32,07/13/15 08:35:00 PM,22.908,,,,
33,07/13/15 08:40:00 PM,22.908,,,,
34,07/13/15 08:45:00 PM,22.908,,,,
35,07/13/15 08:50:00 PM,22.908,,,,
36,07/13/15 08:55:00 PM,22.908,,,,
37,07/13/15 09:00:00 PM,22.908,,,,
38,07/13/15 09:05:00 PM,22.908,,,,
39,07/13/15 09:10:00 PM,22.908,,,,
40,07/13/15 09:15:00 PM,22.908,,,,
41,07/13/15 09:20:00 PM,22.908,,,,
42,07/13/15 09:25:00 PM,22.908,,,,
43,07/13/15 09:30:00 PM,22.908,,,,
44,07/13/15 09:35:00 PM,22.908,,,,
45,07/13/15 09:40:00 PM,22.908,,,,
46,07/13/15 09:45:00 PM,22.908,,,,
47,07/13/15 09:50:00 PM,22.908,,,,
48,07/13/15 09:55:00 PM,22.908,,,,
49,07/13/15 10:00:00 PM,22.908,,,,
50,07/13/15 10:05:00 PM,22.908,,,,
51,07/13/15 10:10:00 PM,22.908,,,,
52,07/13/15 10:15:00 PM,22.908,,,,
53,07/13/15 10:20:00 PM,22.908,,,,
54,07/13/15 10:25:00 PM,22.908,,,,
55,07/13/15 10:30:00 PM,22.908,,,,
56,07/13/15 10:35:00 PM,22.908,,,,
57,07/13/15 10:40:00 PM,22.908,,,,
58,07/13/15 10:45:00 PM,22.908,,,,
59,07/13/15 10:50:00 PM,22.908,,,,
60,07/13/15 10:55:00 PM,22.908,,,,
61,07/13/15 11:00:00 PM,22.908,,,,
62,07/13/15 11:05:00 PM,22.908,,,,
63,07/13/15 11:10:00 PM,22.908,,,,
64,07/13/15 11:15:00 PM,22.908,,,,
65,07/13/15 11:20:00 PM,22.908,,,,
66,07/13/15 11:25:00 PM,22.908,,,,
67,07/13/15 11:30:00 PM,22.908,,,,
68,07/13/15 11:35:00 PM,22.908,,,,
69,07/13/15 11:40:00 PM,22.908,,,,
70,07/13/15 11:45:00 PM,22.908,,,,
71,07/13/15 11:50:00 PM,22.908,,,,
72,07/13/15 11:55:00 PM,22.908,,,,
73,07/14/15 12:00:00 AM,22.908,,,,
74,07/14/15 12:05:00 AM,22.908,,,,
75,07/14/15 12:10:00 AM,22.908,,,,
76,07/14/15 12:15:00 AM,22.908,,,,
77,07/14/15 12:20:00 AM,22.812,,,,
78,07/14/15 12:25:00 AM,22.812,,,,
79,07/14/15 12:30:00 AM,22.812,,,,
80,07/14/15 12:35:00 AM,22.812,,,,
81,07/14/15 12:40:00 AM,22.812,,,,
82,07/14/15 12:45:00 AM,22.812,,,,
83,07/14/15 12:50:00 AM,22.717,,,,
84,07/14/15 12:55:00 AM,22.717,,,,
85,07/14/15 01:00:00 AM,22.717,,,,
86,07/14/15 01:05:00 AM,22.717,,,,
87,07/14/15 01:10:00 AM,22.717,,,,
88,07/14/15 01:15:00 AM,22.621,,,,
89,07/14/15 01:20:00 AM,22.621,,,,
90,07/14/15 01:25:00 AM,22.621,,,,
91,07/14/15 01:30:00 AM,22.621,,,,
92,07/14/15 01:35:00 AM,22.621,,,,
93,07/14/15 01:40:00 AM,22.621,,,,
94,07/14/15 01:45:00 AM,22.621,,,,
95,07/14/15 01:50:00 AM,22.621,,,,
96,07/14/15 01:55:00 AM,22.525,,,,
97,07/14/15 02:00:00 AM,22.525,,,,
98,07/14/15 02:05:00 AM,22.525,,,,
99,07/14/15 02:10:00 AM,22.525,,,,
100,07/14/15 02:15:00 AM,22.525,,,,
101,07/14/15 02:20:00 AM,22.525,,,,
102,07/14/15 02:25:00 AM,22.525,,,,
103,07/14/15 02:30:00 AM,22.525,,,,
104,07/14/15 02:35:00 AM,22.525,,,,
105,07/14/15 02:40:00 AM,22.525,,,,
106,07/14/15 02:45:00 AM,22.525,,,,
107,07/14/15 02:50:00 AM,22.429,,,,
108,07/14/15 02:55:00 AM,22.429,,,,
109,07/14/15 03:00:00 AM,22.429,,,,
110,07/14/15 03:05:00 AM,22.525,,,,
111,07/14/15 03:10:00 AM,22.429,,,,
112,07/14/15 03:15:00 AM,22.525,,,,
113,07/14/15 03:20:00 AM,22.525,,,,
114,07/14/15 03:25:00 AM,22.429,,,,
115,07/14/15 03:30:00 AM,22.525,,,,
116,07/14/15 03:35:00 AM,22.429,,,,
117,07/14/15 03:40:00 AM,22.429,,,,
118,07/14/15 03:45:00 AM,22.525,,,,
119,07/14/15 03:50:00 AM,22.429,,,,
120,07/14/15 03:55:00 AM,22.429,,,,
121,07/14/15 04:00:00 AM,22.429,,,,
122,07/14/15 04:05:00 AM,22.525,,,,
123,07/14/15 04:10:00 AM,22.525,,,,
124,07/14/15 04:15:00 AM,22.525,,,,
125,07/14/15 04:20:00 AM,22.525,,,,
